epoch,learningRate,trainLoss,valLoss,trainAccuracy,trainMacroPrecision,trainMacroRecall,trainMacroF1,trainWeightedF1,valAccuracy,valMacroPrecision,valMacroRecall,valMacroF1,valWeightedF1
120,1.46484375e-07,0.17884012395235876,0.5739728942513466,0.9453053783044667,0.9428463859482817,0.9509572436226291,0.9466273841936625,0.9453076535587278,0.8489795918367347,0.827052171260296,0.8231028638627128,0.8248676138215013,0.8486253891387063
121,1.46484375e-07,0.18557864242830163,0.5837179589028261,0.9389243391066545,0.9390587832418734,0.9484227142830454,0.9434086470356026,0.9386417242875293,0.8448979591836735,0.8106436183707216,0.8204695168027417,0.815228050062159,0.8449966880372853
122,7.32421875e-08,0.17476731496663558,0.5792587660405101,0.9489516864175023,0.9454564681219614,0.9573263994421852,0.9508194172057666,0.9489664205870177,0.8489795918367347,0.8160256410256411,0.822579221444092,0.8190550787161506,0.8493704763340019
123,7.32421875e-08,0.17305219139472505,0.5752805318759412,0.9462169553327257,0.9389839006839779,0.9546358048516091,0.9461911641635079,0.9461947116734772,0.8530612244897959,0.8187330187330187,0.8270837259485965,0.8226683750176941,0.853568482075129
124,7.32421875e-08,0.17813521607311184,0.5739621413605553,0.9416590701914311,0.9394949162767863,0.952987834844511,0.9457067367261393,0.9413430435396729,0.8571428571428571,0.8299038721452514,0.8399042387691092,0.8343277485061829,0.8581075451108561
125,7.32421875e-08,0.1800892744535952,0.5793381480538116,0.9462169553327257,0.9454271057239696,0.9549958958966852,0.9499442113626202,0.9460847771041365,0.8448979591836735,0.825988825988826,0.8163084525886898,0.8203231828804939,0.8450362297188349
126,7.32421875e-08,0.2051630532513343,0.5811587126887574,0.935278030993619,0.9311220937942523,0.94378431309292,0.9370537312987411,0.9352227109966902,0.8408163265306122,0.811149793448691,0.8166816380148632,0.813500709920417,0.8413663243075007
127,3.662109375e-08,0.18242715271962373,0.5862040602431006,0.9425706472196901,0.9359000679873927,0.9516477716436843,0.9431671917328104,0.9424807212728071,0.8489795918367347,0.8194142371561726,0.8249740213072463,0.8219762443820606,0.8489720382535036
128,3.662109375e-08,0.18006356732890946,0.5798144806100398,0.9480401093892434,0.9508712447308826,0.955592930628061,0.9530695729433186,0.9480758793149452,0.8448979591836735,0.8264761554235238,0.8175655236132026,0.8212588351666766,0.8455275003626371
129,3.662109375e-08,0.18007561334204217,0.5828521350816804,0.9434822242479489,0.9433729759766734,0.9547153806184907,0.9486221926909576,0.9434002443711093,0.8448979591836735,0.8277864084269972,0.8056857346138964,0.8144651693384769,0.8432374763998465
130,3.662109375e-08,0.1843467239314247,0.5726795001297581,0.9407474931631723,0.9407051664255116,0.9503396718890236,0.9452382002137144,0.9406009611535014,0.8530612244897959,0.83271265451498,0.8271718161529659,0.8297049841998884,0.8528201916806553
